Scan REF	AF14.CEL	AF14.CEL	AF15.CEL	AF15.CEL	AF16.CEL	AF16.CEL	AF6.CEL	AF6.CEL	AF7.CEL	AF7.CEL	AF8.CEL	AF8.CEL
Composite Element REF	Software Unknown:GC-RMA	Unknown:Detection Call	Software Unknown:GC-RMA	Unknown:Detection Call	Software Unknown:GC-RMA	Unknown:Detection Call	Software Unknown:GC-RMA	Unknown:Detection Call	Software Unknown:GC-RMA	Unknown:Detection Call	Software Unknown:GC-RMA	Unknown:Detection Call
Affymetrix:CompositeSequence:HG-U133A_2:37566_at	3.167752869	A	3.165754287	A	3.137001185	A	3.128369602	A	3.17927825	A	3.164637869	A
Affymetrix:CompositeSequence:HG-U133A_2:37577_at	6.688089894	P	6.591858161	P	6.900805913	P	6.378917606	P	6.679347634	P	6.500702569	P
Affymetrix:CompositeSequence:HG-U133A_2:37586_at	4.883938844	P	4.821411216	P	4.687583332	P	4.771859183	P	4.7981793	P	4.784319273	P
Affymetrix:CompositeSequence:HG-U133A_2:37590_g_at	2.662720642	A	2.666853871	P	2.647409557	P	2.640427742	A	2.674235906	M	2.647181104	A
Affymetrix:CompositeSequence:HG-U133A_2:37652_at	4.661464302	P	4.591027086	P	4.833127335	P	4.629172843	P	4.905291476	P	4.900398498	P
Affymetrix:CompositeSequence:HG-U133A_2:37793_r_at	1.41083594	P	1.425256423	P	1.407759727	P	1.400648504	P	1.423634314	P	1.401072159	P
Affymetrix:CompositeSequence:HG-U133A_2:37796_at	2.084743529	A	2.098650407	A	2.084331012	A	2.076437613	A	2.099409582	A	2.0864652	A
Affymetrix:CompositeSequence:HG-U133A_2:37802_r_at	3.468659935	A	3.473644521	A	3.43925706	A	3.407376847	A	3.480006516	A	3.47099624	A
Affymetrix:CompositeSequence:HG-U133A_2:37831_at	4.296556047	M	4.307356677	P	4.297503898	M	4.283936683	M	4.335724666	P	4.29072335	A
Affymetrix:CompositeSequence:HG-U133A_2:37860_at	6.014129766	P	5.848391312	P	5.932070248	P	5.907732512	P	5.931446071	P	5.947795255	P
Affymetrix:CompositeSequence:HG-U133A_2:37872_at	3.95183272	A	4.101462025	P	3.786703508	M	4.161074571	M	4.36786773	P	3.996533458	A
Affymetrix:CompositeSequence:HG-U133A_2:37892_at	2.335994028	A	2.35732709	A	2.331058714	A	2.309674156	A	2.356909739	A	2.32856647	A
Affymetrix:CompositeSequence:HG-U133A_2:37943_at	5.835615525	P	5.805990241	P	5.914322443	P	5.686611158	P	5.824499021	P	5.824926919	P
Affymetrix:CompositeSequence:HG-U133A_2:37950_at	5.972180086	P	5.53752461	P	5.79611371	P	5.98847341	P	5.810042264	P	5.873547611	P
Affymetrix:CompositeSequence:HG-U133A_2:37953_s_at	3.1680085	P	3.150879941	P	3.138240119	P	3.102185551	M	3.154953753	P	3.137215153	P
Affymetrix:CompositeSequence:HG-U133A_2:37965_at	6.890907525	P	6.513664387	P	6.653759007	P	6.740107228	P	6.498278308	P	6.547366986	P
Affymetrix:CompositeSequence:HG-U133A_2:37966_at	5.968041035	P	5.512427386	P	5.938266429	P	5.832330177	P	5.632774209	P	5.736465841	P
Affymetrix:CompositeSequence:HG-U133A_2:37986_at	3.050910241	A	3.050525069	M	3.02916663	P	3.003785543	P	3.061513718	P	3.030001297	M
Affymetrix:CompositeSequence:HG-U133A_2:37996_s_at	2.364569625	P	2.354588753	P	2.337002619	P	2.327941097	P	2.354997636	P	2.335544152	P
Affymetrix:CompositeSequence:HG-U133A_2:38037_at	9.287753834	P	8.228999761	P	7.495258578	P	8.201480428	P	7.77683628	P	7.861764015	P
Affymetrix:CompositeSequence:HG-U133A_2:38043_at	3.100227722	A	3.044512231	A	3.006016033	A	3.257956154	M	2.94884687	P	2.950882945	A
Affymetrix:CompositeSequence:HG-U133A_2:38069_at	6.903777535	P	6.733133738	P	6.696012547	P	6.896841196	P	6.829158642	P	7.01018844	P
Affymetrix:CompositeSequence:HG-U133A_2:38149_at	2.010281082	A	2.022054204	A	2.009214759	A	1.994610979	A	2.028884693	A	2.003548513	A
Affymetrix:CompositeSequence:HG-U133A_2:38157_at	6.651438265	P	6.472475212	P	6.501728664	P	6.456104893	P	6.495470828	P	6.566328919	P
Affymetrix:CompositeSequence:HG-U133A_2:38158_at	6.950234084	P	6.637380925	P	6.873268477	P	7.258793807	P	6.928340142	P	6.892869521	P
Affymetrix:CompositeSequence:HG-U133A_2:38241_at	3.133498524	A	3.12292521	A	3.091148216	A	3.062679971	M	3.131024956	A	3.112774894	A
Affymetrix:CompositeSequence:HG-U133A_2:38269_at	8.370738293	P	8.184025621	P	8.318271023	P	8.525038924	P	8.187719633	P	8.421973851	P
Affymetrix:CompositeSequence:HG-U133A_2:38290_at	5.235224108	P	4.591120652	P	4.583599509	P	5.060335453	P	4.477823248	P	4.561136321	P
Affymetrix:CompositeSequence:HG-U133A_2:38340_at	1.800537116	P	1.802840527	M	1.752429041	P	1.725767306	M	1.80402208	M	1.786735669	M
Affymetrix:CompositeSequence:HG-U133A_2:38398_at	2.425915293	P	2.43959304	P	2.423494008	P	2.408080575	P	2.438929759	P	2.424812961	P
Affymetrix:CompositeSequence:HG-U133A_2:38447_at	1.89540209	P	1.912972044	P	1.894020864	P	1.888147199	P	1.909002988	P	1.894460431	P
Affymetrix:CompositeSequence:HG-U133A_2:38487_at	1.507852398	A	1.521072796	A	1.506314098	A	1.495384466	A	1.51954987	A	1.508520817	A
Affymetrix:CompositeSequence:HG-U133A_2:38521_at	2.270524321	A	2.286135895	A	2.270940605	A	2.26344532	A	2.28739991	A	2.280622773	A
Affymetrix:CompositeSequence:HG-U133A_2:38671_at	2.371803079	A	2.38823434	A	2.371192571	A	2.355865744	A	2.387722622	A	2.369910928	A
Affymetrix:CompositeSequence:HG-U133A_2:38691_s_at	1.648509049	A	1.658826957	A	1.645365499	A	1.635004916	A	1.659065366	A	1.641688444	A
Affymetrix:CompositeSequence:HG-U133A_2:38703_at	8.948406321	P	8.607053087	P	8.863287008	P	9.126593212	P	8.634487705	P	9.005502818	P
Affymetrix:CompositeSequence:HG-U133A_2:38707_r_at	0.593584714	A	0.512210991	A	0.604618795	A	0.62866062	A	0.610589694	A	0.615723693	A
Affymetrix:CompositeSequence:HG-U133A_2:38710_at	5.210208461	P	5.088680151	P	5.216144522	P	5.629769479	P	4.751441126	P	5.196889776	P
Affymetrix:CompositeSequence:HG-U133A_2:38766_at	2.247906274	A	2.25871334	P	2.247673118	A	2.226657962	A	2.268627868	P	2.243462012	M
Affymetrix:CompositeSequence:HG-U133A_2:38892_at	4.131391603	P	4.349904536	P	4.155820795	P	4.105616123	P	4.63509588	P	4.14716683	P
Affymetrix:CompositeSequence:HG-U133A_2:38918_at	2.41071016	P	2.434442861	P	2.415929508	P	2.404742836	P	2.479138851	P	2.41348699	P
Affymetrix:CompositeSequence:HG-U133A_2:38964_r_at	1.648500533	A	1.660231701	A	1.644234248	A	1.631765819	M	1.661064431	A	1.649881157	A
Affymetrix:CompositeSequence:HG-U133A_2:39248_at	3.407753529	P	2.471491648	P	3.324831942	P	3.819502138	P	3.401026041	P	3.447442498	P
Affymetrix:CompositeSequence:HG-U133A_2:39249_at	1.959949346	A	1.957353863	A	2.031860855	A	1.944924047	A	1.962289079	A	1.959741495	A
Affymetrix:CompositeSequence:HG-U133A_2:39313_at	2.66966827	P	2.685567428	P	2.682293018	P	2.612921584	P	2.731033737	P	2.658912315	P
Affymetrix:CompositeSequence:HG-U133A_2:39318_at	2.011424015	A	2.023320685	A	2.008875262	A	1.993242611	A	2.028932746	A	2.005067264	A
Affymetrix:CompositeSequence:HG-U133A_2:39402_at	2.283391108	A	2.304317189	A	2.279047688	A	2.253644368	A	2.301569981	A	2.277438188	A
Affymetrix:CompositeSequence:HG-U133A_2:39548_at	3.825054821	P	3.731128711	P	3.718042065	P	3.745135261	P	3.68701641	P	3.743554725	P
Affymetrix:CompositeSequence:HG-U133A_2:39549_at	5.073311139	P	4.802774402	P	4.77213288	P	4.713552417	P	4.79752486	P	4.611931403	P
Affymetrix:CompositeSequence:HG-U133A_2:39582_at	2.609139099	A	2.629542482	P	2.600998647	A	2.572866699	A	2.632447988	P	2.602165661	A
Affymetrix:CompositeSequence:HG-U133A_2:39650_s_at	3.408228574	P	3.332339087	P	3.395368614	P	3.288100489	P	3.43260395	P	3.329233064	P
Affymetrix:CompositeSequence:HG-U133A_2:39705_at	3.934456136	P	2.804434116	P	2.785056058	P	2.795267499	P	2.705334697	P	2.742217324	P
Affymetrix:CompositeSequence:HG-U133A_2:39729_at	13.69129415	P	12.90877694	P	13.5988321	P	13.68809542	P	12.96692394	P	13.55922941	P
Affymetrix:CompositeSequence:HG-U133A_2:39763_at	1.945619305	A	1.960796123	A	1.943628118	A	1.936161988	A	1.96102798	A	1.941212379	A
Affymetrix:CompositeSequence:HG-U133A_2:39817_s_at	7.206457693	P	6.739437115	P	7.285747277	P	7.57310964	P	6.746223758	P	7.060494394	P
Affymetrix:CompositeSequence:HG-U133A_2:39835_at	7.653963843	P	7.928755813	P	7.697346751	P	7.631373823	P	8.323827599	P	7.738390312	P
Affymetrix:CompositeSequence:HG-U133A_2:39854_r_at	3.704998639	A	3.718894459	A	3.71453375	A	3.704212071	A	3.760922206	A	3.712712233	A
Affymetrix:CompositeSequence:HG-U133A_2:39891_at	4.138885351	P	4.113533622	P	3.914139643	P	3.518696146	P	3.845085541	P	3.897784949	P
Affymetrix:CompositeSequence:HG-U133A_2:39966_at	5.272379652	P	5.39283069	P	5.198540137	P	6.032425313	P	5.011823705	P	5.172848994	P
Affymetrix:CompositeSequence:HG-U133A_2:40016_g_at	1.823654271	A	1.833338389	A	1.81989251	P	1.813480631	A	1.83570621	A	1.816477623	A
Affymetrix:CompositeSequence:HG-U133A_2:40020_at	5.821500168	P	5.711658026	P	5.736510895	P	5.856991923	P	5.901911435	P	5.949122543	P
Affymetrix:CompositeSequence:HG-U133A_2:40093_at	2.190431508	A	2.177603767	A	2.158269752	A	2.140386665	A	2.186994383	A	2.156095017	A
Affymetrix:CompositeSequence:HG-U133A_2:40148_at	5.05915641	P	5.15241571	P	5.100213777	P	5.412071022	P	4.955399385	P	4.818367308	P
Affymetrix:CompositeSequence:HG-U133A_2:40149_at	4.206624129	P	4.20840746	P	4.19915111	P	4.204249074	P	4.201690016	P	4.189564448	P
Affymetrix:CompositeSequence:HG-U133A_2:40189_at	12.45060221	P	12.1354818	P	12.47588209	P	12.3479749	P	12.45382866	P	12.33608199	P
Affymetrix:CompositeSequence:HG-U133A_2:40225_at	8.653941689	P	8.447576277	P	8.553044138	P	8.557490157	P	8.441951115	P	8.557536914	P
Affymetrix:CompositeSequence:HG-U133A_2:40255_at	7.431223345	P	7.229749921	P	7.198994454	P	7.192051218	P	7.139984181	P	7.003245814	P
Affymetrix:CompositeSequence:HG-U133A_2:40273_at	5.658961034	P	5.650932904	P	5.333843451	P	5.340634851	P	5.37111438	P	5.165721018	P
Affymetrix:CompositeSequence:HG-U133A_2:40284_at	5.10935361	P	5.013534127	P	5.235318943	P	4.964467482	P	5.006396248	P	5.151060688	P
Affymetrix:CompositeSequence:HG-U133A_2:40359_at	6.361916024	P	5.993056916	P	5.953491913	P	6.046665483	P	5.934044805	P	5.969405864	P
Affymetrix:CompositeSequence:HG-U133A_2:40420_at	7.353140473	P	6.405301451	P	6.851870747	P	7.108517209	P	6.541230649	P	6.763995826	P
Affymetrix:CompositeSequence:HG-U133A_2:40446_at	5.485062615	P	5.3797573	P	5.36516112	P	5.482142889	P	5.442161267	P	5.450206823	P
Affymetrix:CompositeSequence:HG-U133A_2:40465_at	8.259439807	P	8.163272109	P	8.273453835	P	8.257177003	P	8.010956959	P	8.246466618	P
Affymetrix:CompositeSequence:HG-U133A_2:40472_at	5.778736448	P	5.677152043	P	6.297789759	P	5.564442933	P	6.031768855	P	6.158322839	P
Affymetrix:CompositeSequence:HG-U133A_2:40489_at	2.227794458	A	2.246077659	A	2.227874619	A	2.219883617	A	2.245862021	A	2.233675125	A
Affymetrix:CompositeSequence:HG-U133A_2:40524_at	2.266366199	P	2.290219361	P	2.270107289	P	2.232284407	M	2.27823906	P	2.257891805	P
Affymetrix:CompositeSequence:HG-U133A_2:40560_at	2.665014481	A	2.691716694	A	2.657231959	A	2.635511172	A	2.676815909	A	2.659202527	A
Affymetrix:CompositeSequence:HG-U133A_2:40562_at	4.525860347	P	4.507566841	P	4.497027393	P	4.450364866	P	4.515878342	P	4.504948082	P
Affymetrix:CompositeSequence:HG-U133A_2:40569_at	2.921479978	P	2.941368452	P	2.922479509	P	2.913271604	P	2.940594208	P	2.920480383	P
Affymetrix:CompositeSequence:HG-U133A_2:40612_at	4.013131161	P	4.028004616	P	4.00569754	P	3.988277427	P	4.032443729	P	3.974464436	M
Affymetrix:CompositeSequence:HG-U133A_2:40640_at	1.8841544	A	1.894002588	A	1.879998102	A	1.871121431	M	1.896201045	P	1.876677438	A
Affymetrix:CompositeSequence:HG-U133A_2:40665_at	2.200465543	A	2.216684531	M	2.195458728	A	2.173481527	A	2.215382219	M	2.194379883	A
Affymetrix:CompositeSequence:HG-U133A_2:40687_at	2.146766581	A	2.166105047	A	2.142346032	A	2.12975231	A	2.164022754	A	2.141822431	M
Affymetrix:CompositeSequence:HG-U133A_2:40829_at	2.931516721	P	2.785148882	P	2.771904072	P	2.63655325	M	2.718482203	M	2.792208463	P
Affymetrix:CompositeSequence:HG-U133A_2:40837_at	2.330061329	A	2.341747109	A	2.319397047	A	2.31422775	A	2.346160683	A	2.323637201	A
Affymetrix:CompositeSequence:HG-U133A_2:40850_at	4.924689659	A	4.877630606	A	4.980898591	P	5.070001679	A	4.939422381	A	4.93632547	A
Affymetrix:CompositeSequence:HG-U133A_2:41037_at	9.728274457	P	9.562667274	P	9.818890731	P	9.789641115	P	9.358442974	P	9.792761166	P
Affymetrix:CompositeSequence:HG-U133A_2:41047_at	8.36799365	P	8.477752732	P	8.486213494	P	8.332651167	P	8.554348251	P	8.444700708	P
Affymetrix:CompositeSequence:HG-U133A_2:41113_at	2.687496468	P	2.71133563	P	2.673499349	A	2.650585705	A	2.712696994	P	2.673635175	A
Affymetrix:CompositeSequence:HG-U133A_2:41160_at	6.027667328	P	6.185642922	P	6.195347873	P	6.318621334	P	6.339093338	P	6.112448871	P
Affymetrix:CompositeSequence:HG-U133A_2:41220_at	11.39653569	P	11.24950174	P	11.41811047	P	11.6040715	P	11.33903551	P	11.49607889	P
Affymetrix:CompositeSequence:HG-U133A_2:41329_at	6.491154377	P	6.50778732	P	6.040376201	P	5.483900842	P	5.665295381	P	5.652973804	P
Affymetrix:CompositeSequence:HG-U133A_2:41386_i_at	3.113964141	P	3.121221366	P	3.1170548	P	2.597742447	P	3.110150621	P	3.091463918	P
Affymetrix:CompositeSequence:HG-U133A_2:41387_r_at	2.774502447	P	2.852646467	P	2.722438569	P	2.767676441	P	2.800206161	P	2.689863293	P
Affymetrix:CompositeSequence:HG-U133A_2:41397_at	1.893187075	A	1.911867262	A	1.88770316	A	1.878447981	A	1.906129281	A	1.883833657	A
Affymetrix:CompositeSequence:HG-U133A_2:41469_at	2.036284225	A	2.045701608	A	2.032018941	A	2.021109401	A	2.05237535	A	2.028643746	A
Affymetrix:CompositeSequence:HG-U133A_2:41512_at	6.320544797	P	6.226547956	P	6.580175614	P	5.983561362	P	6.319351303	P	6.217672866	P
Affymetrix:CompositeSequence:HG-U133A_2:41553_at	2.516554993	M	2.537316637	M	2.508053211	A	2.493053698	M	2.529644175	A	2.50832616	A
Affymetrix:CompositeSequence:HG-U133A_2:41577_at	2.637058842	A	2.646304738	A	2.626389347	A	2.59484648	A	2.648594942	A	2.624414912	A
Affymetrix:CompositeSequence:HG-U133A_2:41644_at	1.939896041	P	1.953277174	P	1.935486668	A	2.046809073	P	1.928456923	M	1.932104394	P
Affymetrix:CompositeSequence:HG-U133A_2:41657_at	1.230770803	A	1.248673943	A	1.236580494	A	1.22438688	A	1.250962024	A	1.236409897	A
Affymetrix:CompositeSequence:HG-U133A_2:41660_at	3.79462475	P	3.479174209	P	3.449817028	P	3.694955395	P	3.559401507	P	3.498304595	P
Affymetrix:CompositeSequence:HG-U133A_2:41856_at	2.226525914	P	2.243163973	P	2.226902916	P	2.217326913	P	2.244448413	P	2.241510111	P
Affymetrix:CompositeSequence:HG-U133A_2:41858_at	8.258637317	P	7.467698398	P	7.684612127	P	8.128577528	P	7.674957147	P	7.745622637	P
Affymetrix:CompositeSequence:HG-U133A_2:42361_g_at	3.846598927	P	3.69688846	P	3.695578801	P	3.667361678	P	3.717929444	P	3.718938083	P
Affymetrix:CompositeSequence:HG-U133A_2:43427_at	2.92187832	A	2.930665947	A	2.89910234	A	2.883454633	A	2.936585272	A	2.901990238	A
Affymetrix:CompositeSequence:HG-U133A_2:43511_s_at	4.284022773	P	4.873204822	P	4.843692448	P	4.354382347	P	4.940477729	P	4.860683445	P
Affymetrix:CompositeSequence:HG-U133A_2:43544_at	5.410132888	P	5.148980088	P	5.658019949	P	5.274390255	P	5.114199483	P	5.509988558	P
Affymetrix:CompositeSequence:HG-U133A_2:43934_at	2.338272048	P	2.351534905	P	2.335121159	P	2.325751347	P	2.35125734	P	2.330976335	P
Affymetrix:CompositeSequence:HG-U133A_2:43977_at	7.99370997	P	7.943241224	P	8.029171426	P	8.106835983	P	7.750387452	P	8.064395537	P
Affymetrix:CompositeSequence:HG-U133A_2:44040_at	7.365163402	P	7.358990368	P	7.173167697	P	7.301661934	P	7.498275269	P	7.256249815	P
Affymetrix:CompositeSequence:HG-U133A_2:44065_at	6.874631986	P	6.485868196	P	6.530087477	P	6.928858731	P	6.344136883	P	6.435181127	P
Affymetrix:CompositeSequence:HG-U133A_2:44111_at	7.977026868	P	7.700567053	P	7.761956026	P	7.670956159	P	7.49234402	P	7.72939077	P
Affymetrix:CompositeSequence:HG-U133A_2:44120_at	6.98931647	P	6.636937197	P	6.855790316	P	6.980124248	P	6.886327691	P	6.657345913	P
Affymetrix:CompositeSequence:HG-U133A_2:44146_at	6.327430609	P	5.80700379	P	5.762839759	P	5.984379476	P	5.799746781	P	5.768418755	P
Affymetrix:CompositeSequence:HG-U133A_2:44563_at	8.013605276	P	7.746847496	P	7.907629522	P	7.850131889	P	7.61433404	P	7.636370297	P
Affymetrix:CompositeSequence:HG-U133A_2:44617_at	4.2189278	P	4.078299542	P	3.995572277	P	4.232519182	P	4.124897872	P	4.104679117	P
Affymetrix:CompositeSequence:HG-U133A_2:44654_at	9.242919869	P	9.233888448	P	9.272064487	P	9.29646256	P	9.221765148	P	9.233329166	P
Affymetrix:CompositeSequence:HG-U133A_2:44669_at	8.818679154	P	8.611573937	P	8.832005565	P	8.984161929	P	8.762194799	P	8.783725536	P
Affymetrix:CompositeSequence:HG-U133A_2:44673_at	2.441510986	A	2.45165167	A	2.435511034	A	2.427338679	P	2.455400837	M	2.435006091	M
Affymetrix:CompositeSequence:HG-U133A_2:44696_at	4.188633975	P	4.434034059	P	4.202719975	P	4.234946944	P	4.199563634	P	4.212606726	P
Affymetrix:CompositeSequence:HG-U133A_2:44702_at	2.398356336	P	2.408529543	A	2.395224829	P	2.379432364	M	2.424373413	P	2.383551783	A
Affymetrix:CompositeSequence:HG-U133A_2:44783_s_at	2.370162894	P	2.307405418	P	2.376133006	P	2.294555206	P	2.245865088	P	2.265532983	P
Affymetrix:CompositeSequence:HG-U133A_2:44790_s_at	2.817112197	M	3.059780808	P	2.796672256	A	2.761234405	P	2.846401206	P	2.768778268	M
Affymetrix:CompositeSequence:HG-U133A_2:44822_s_at	2.460983476	A	2.475390201	M	2.461102957	M	2.444689008	P	2.47546915	P	2.455962476	A
Affymetrix:CompositeSequence:HG-U133A_2:45288_at	3.388026478	P	3.251874377	P	3.331693702	P	3.39408729	P	3.396749289	P	3.542629209	P
Affymetrix:CompositeSequence:HG-U133A_2:45297_at	2.039823437	A	2.050847016	A	2.039409327	A	2.026948437	A	2.051705004	A	2.031402953	A
Affymetrix:CompositeSequence:HG-U133A_2:45526_g_at	7.764014242	P	7.475106822	P	7.433179584	P	7.696650998	P	7.444352846	P	7.387931868	P
Affymetrix:CompositeSequence:HG-U133A_2:45572_s_at	8.073943375	P	8.034581268	P	8.118001057	P	8.094691817	P	8.003722618	P	8.080894982	P
Affymetrix:CompositeSequence:HG-U133A_2:45633_at	7.023823515	P	6.897213606	P	6.932237527	P	6.995366562	P	6.781670912	P	6.913443623	P
Affymetrix:CompositeSequence:HG-U133A_2:45653_at	3.3716258	A	3.368001333	P	3.353039724	A	3.317688884	A	3.380350762	P	3.350387432	A
Affymetrix:CompositeSequence:HG-U133A_2:45687_at	7.483401042	P	7.181692656	P	7.273790125	P	7.543323147	P	7.350357587	P	7.394614729	P
Affymetrix:CompositeSequence:HG-U133A_2:45714_at	5.623639113	P	5.344806642	P	5.190779669	P	5.449610596	P	5.209939996	P	5.420344621	P
Affymetrix:CompositeSequence:HG-U133A_2:45749_at	4.669815106	P	4.351562457	P	4.395165555	P	4.388565876	P	4.404774194	P	4.396829712	P
Affymetrix:CompositeSequence:HG-U133A_2:45828_at	10.33214084	P	10.14575663	P	10.0837089	P	10.14951872	P	10.17582169	P	10.0622888	P
Affymetrix:CompositeSequence:HG-U133A_2:46142_at	3.66226586	P	3.482362903	P	3.500491816	P	3.475803941	M	3.511163215	P	3.445438687	P
Affymetrix:CompositeSequence:HG-U133A_2:46167_at	7.979290914	P	7.919666476	P	7.919570034	P	7.867774091	P	7.828638708	P	7.851100904	P
Affymetrix:CompositeSequence:HG-U133A_2:46256_at	5.988189882	P	5.897976714	P	5.997784487	P	5.987259907	P	6.014799561	P	6.19963018	P
Affymetrix:CompositeSequence:HG-U133A_2:46270_at	6.318322761	P	6.253374565	P	6.287917093	P	6.182655422	P	6.228313702	P	6.078080932	P
Affymetrix:CompositeSequence:HG-U133A_2:46323_at	7.408536671	P	7.554098273	P	7.725521495	P	7.472898497	P	7.397905659	P	7.631201524	P
Affymetrix:CompositeSequence:HG-U133A_2:46665_at	9.296927382	P	10.25020103	P	9.951841141	P	9.893951739	P	10.75947803	P	10.27464856	P
Affymetrix:CompositeSequence:HG-U133A_2:46947_at	5.407253583	P	5.539842492	P	5.734411662	P	5.512269172	P	5.587767666	P	5.500440313	P
Affymetrix:CompositeSequence:HG-U133A_2:47069_at	7.363274484	P	6.939049094	P	6.985348959	P	7.202521837	P	6.844751328	P	6.762445931	P
Affymetrix:CompositeSequence:HG-U133A_2:47083_at	7.195362673	P	7.107025021	P	7.079876161	P	6.913454677	P	7.099640024	P	7.088586111	P
Affymetrix:CompositeSequence:HG-U133A_2:47105_at	6.740148342	P	6.781579098	P	6.741759868	P	6.754776868	P	6.773407423	P	6.742200254	P
Affymetrix:CompositeSequence:HG-U133A_2:47530_at	6.044116132	P	6.224020381	P	6.00954453	P	5.985049712	P	6.026065448	P	5.826787944	P
Affymetrix:CompositeSequence:HG-U133A_2:47550_at	2.295094151	A	2.306216574	A	2.291263922	A	2.276320442	A	2.31022894	A	2.288784234	A
Affymetrix:CompositeSequence:HG-U133A_2:47553_at	2.815206397	A	2.827400284	A	2.811051761	A	2.770188798	A	2.830453271	A	2.821728393	A
Affymetrix:CompositeSequence:HG-U133A_2:47560_at	7.157332959	P	6.697704177	P	6.565415564	P	6.917612083	P	6.699590388	P	6.320020877	P
Affymetrix:CompositeSequence:HG-U133A_2:47571_at	4.583500143	P	4.701168518	P	4.490450783	P	4.422792334	P	4.809680424	P	4.544375188	P
Affymetrix:CompositeSequence:HG-U133A_2:47608_at	6.505858417	P	6.554197585	P	6.50587556	P	6.499738176	P	6.522295823	P	6.505061093	P
Affymetrix:CompositeSequence:HG-U133A_2:47773_at	5.24972598	P	4.984931629	P	4.972272092	P	5.031480716	P	4.857840051	P	4.946605152	P
Affymetrix:CompositeSequence:HG-U133A_2:48030_i_at	0.668291551	M	0.659271453	A	0.673731283	A	0.678766941	A	0.674039247	A	0.733929173	A
Affymetrix:CompositeSequence:HG-U133A_2:48031_r_at	3.415739737	A	3.400171803	A	3.361443364	A	3.372992575	A	3.403605511	A	3.384530956	A
Affymetrix:CompositeSequence:HG-U133A_2:48106_at	2.007727257	P	1.938039724	P	1.928511633	P	1.914507132	P	1.934808326	P	1.923055681	P
Affymetrix:CompositeSequence:HG-U133A_2:48117_at	5.550626626	P	5.573491857	P	5.599406128	P	5.438234834	P	5.573703724	P	5.552831497	P
Affymetrix:CompositeSequence:HG-U133A_2:48531_at	6.895579538	P	6.582055838	P	6.663644734	P	6.839877584	P	6.670626936	P	6.714620255	P
Affymetrix:CompositeSequence:HG-U133A_2:48580_at	7.418620101	P	7.05263277	P	7.604174654	P	7.542367537	P	7.136813121	P	7.512967481	P
Affymetrix:CompositeSequence:HG-U133A_2:48612_at	4.546571433	P	4.713503598	P	4.693082268	P	4.796363528	P	4.703776532	P	4.725738726	P
Affymetrix:CompositeSequence:HG-U133A_2:48659_at	6.831497309	P	6.807842922	P	6.933242253	P	6.979406506	P	7.120388431	P	7.047822948	P
Affymetrix:CompositeSequence:HG-U133A_2:48808_at	10.3928025	P	10.04342071	P	10.32877492	P	10.11260631	P	9.937075717	P	10.1992867	P
Affymetrix:CompositeSequence:HG-U133A_2:48825_at	6.091507341	P	5.876077285	P	5.808301691	P	5.830218952	P	5.696230301	P	5.693003295	P
Affymetrix:CompositeSequence:HG-U133A_2:49049_at	2.051633819	A	2.061346344	A	2.04807736	A	2.038006734	A	2.062807799	A	2.043317226	A
Affymetrix:CompositeSequence:HG-U133A_2:49051_g_at	1.916223423	A	1.924624107	A	1.912375905	A	1.897394887	A	1.92781676	A	1.908914303	A
Affymetrix:CompositeSequence:HG-U133A_2:49077_at	7.458892524	P	7.168383926	P	7.58725053	P	7.679264974	P	7.027004779	P	7.616623422	P
Affymetrix:CompositeSequence:HG-U133A_2:49111_at	3.664489999	P	4.317670092	P	3.916911061	P	3.614302846	P	3.928305311	P	4.01342838	P
Affymetrix:CompositeSequence:HG-U133A_2:49306_at	2.210640395	A	2.225420303	A	2.20598488	A	2.195129343	A	2.227263605	A	2.203745686	A
Affymetrix:CompositeSequence:HG-U133A_2:49327_at	2.632979141	P	2.602937491	P	2.613220113	P	2.877539401	P	2.612263343	P	2.614598844	P
Affymetrix:CompositeSequence:HG-U133A_2:49329_at	2.420252664	P	2.432396963	P	2.415687753	P	2.453534664	P	2.425729	P	2.403078659	P
Affymetrix:CompositeSequence:HG-U133A_2:49452_at	2.182220419	A	2.192393535	A	2.17908052	A	2.159413368	A	2.196061756	A	2.175822687	A
