row.ID	name	LB_crp	LB_crp_cysB	LB_crp_fruR	LB_crp_fur	LB_cysB	LB_fruR	LB_fur	LBG_crp	LBG_crp_cysB	LBG_crp_fruR	LBG_crp_fur	LBG_cysB	LBG_fruR	LBG_fur	LBG_wt	LB_wt
IG_2789_4495509_4495794_fwd_at	IG_2789_4495509_4495794_fwd_at	6.40122205503191	6.6416624879132	6.38327118463409	6.58463600742622	6.42032958784597	6.34999703183985	6.32764680242306	6.52608249954943	6.51108716986194	6.22939072451392	6.63654528798766	6.26192824757878	6.62944210520872	6.45687847134986	6.61832263386329	6.4743583706931
IG_2790_4497069_4497166_fwd_at	IG_2790_4497069_4497166_fwd_at	2.15605608221133	2.27332704140195	2.03248397446078	2.29746706521539	1.90789900996656	1.84150965406967	1.88694397161748	1.96935768245819	1.92840665579624	1.96496945554349	1.97852065964964	2.13731034861898	1.97304025383708	1.93283392378369	2.08480376906109	2.04207022688325
IG_2791_4497503_4498827_fwd_at	IG_2791_4497503_4498827_fwd_at	5.85564746283836	5.61431839724054	5.72947819129462	5.82067917697397	5.76369721129527	5.86559630889651	5.76826390488396	5.80283039470688	5.85231468121784	5.61261894998498	5.64114978322103	5.83958418001917	6.02314730656874	5.899656259161	5.87685423385364	5.64812690933915
IG_2792_4498450_4499670_rev_at	IG_2792_4498450_4499670_rev_at	5.38154404099571	5.3051310326591	5.24923943623219	5.20404808969968	5.13159365419082	5.44060291738876	5.37078685603511	5.44292592921992	5.33432983015338	5.41593688974525	5.41464248760648	5.42932309829374	5.66117008242647	5.74382665216503	5.55291405941813	5.24888243011626
IG_2793_4499158_4501565_fwd_at	IG_2793_4499158_4501565_fwd_at	4.80749037928654	4.81580510112576	4.70674757907385	4.79214013052974	4.60473843030048	4.93228965874921	4.79770965247618	4.72309415281942	4.9379465387276	4.80946049943334	4.96370939593156	4.7932838725546	4.87938134732555	4.81655027151694	4.94290796473662	4.78759001699274
IG_279_433783_433870_fwd_at	IG_279_433783_433870_fwd_at	8.60158563304973	8.30424707980111	8.91550507447343	8.6465825024722	8.65170530594868	8.8381649794693	9.52303710823563	9.39434432072203	9.64029358394532	9.65820309637853	9.42845921876886	9.5547241714862	9.31830525691906	9.69880124288627	9.34915779794774	9.36210124891186
IG_2794_4501000_4504193_rev_at	IG_2794_4501000_4504193_rev_at	3.00260443862289	3.04591060844867	2.6897269521388	2.70008600463317	2.79909538037307	3.20673369291457	2.8370244491441	2.64128886741438	2.61371125671245	2.67564537037308	2.77135472356064	2.7518776623483	2.76500526885869	2.77981546198592	2.90369338218478	2.90327709772544
IG_2795_4503974_4504473_fwd_at	IG_2795_4503974_4504473_fwd_at	1.88380192685986	1.80643372412264	1.94077525531803	2.08765969989781	1.9485952810285	2.46838989106593	1.85965022883179	1.64580075306027	1.75451809025214	1.63581920344244	1.83488947677005	1.79990872749934	1.83565989085197	1.81889474344521	1.75090649449431	1.9228525044242
IG_2796_4504569_4505033_rev_at	IG_2796_4504569_4505033_rev_at	4.82518352842912	4.67968845639048	4.39832277495241	4.76811399805926	4.47842944035719	4.22020450689099	4.29264216556414	4.10387424497391	3.74841896528247	3.69034273229426	3.82812985022068	4.03746660537692	3.78504399267811	3.95761249762505	4.32733142225819	4.1650178204805
IG_2797_4504678_4504728_fwd_f_at	IG_2797_4504678_4504728_fwd_f_at	5.84937985651378	5.42679392247859	5.53326564494322	5.10690692317483	5.58757159554979	5.77465257041574	5.58937649653876	6.01054464969182	6.15170415873166	5.54595718648335	5.78463053144955	5.99033113307293	6.25725312442107	6.1817700754773	6.13855349387565	5.79344082936246
IG_2798_4505032_4506525_fwd_at	IG_2798_4505032_4506525_fwd_at	3.08557578214257	3.1189091247906	2.93673932153109	3.12460529942934	2.8967425154775	3.11672251519746	2.73795510743527	3.39440594962387	3.26681409964264	3.1015205868313	3.00676674832881	2.94234011257914	3.2313293367825	3.26636570828888	3.33833054717697	2.95912319701833
IG_2799_4506186_4508257_rev_at	IG_2799_4506186_4508257_rev_at	5.32550234211093	5.19127780692454	5.16605771965361	5.30613047053992	5.14378809589049	5.28559119985363	5.52898130193016	5.30159512472409	5.27740992795521	5.08351119973095	5.49219378584539	5.02463018329462	5.2924723535119	5.61070741877699	5.50163494461631	5.23550793325226
IG_2800_4507123_4507287_fwd_at	IG_2800_4507123_4507287_fwd_at	5.14904342674145	5.30242781305493	5.21833246324901	4.97433618560836	4.94722430149798	5.18310856983193	5.07391782077597	5.20333653406489	5.41060975741007	5.20963434732233	5.16383841620809	5.09599504310645	5.44561594037089	5.29878688327648	5.26968961722282	5.18386584704769
IG_2801_4507702_4516094_fwd_at	IG_2801_4507702_4516094_fwd_at	4.47175750582437	4.47802416461027	4.63752794742075	4.58313220062287	4.47040755646597	4.75481240391234	4.84917136837278	4.73209998293777	4.7374326058885	4.57547892142897	4.72620804924221	4.5622350893182	4.73804822417301	4.91529294883341	4.77837186883042	4.40329058277363
IG_2802_4511883_4511920_rev_at	IG_2802_4511883_4511920_rev_at	5.72206852543982	6.32331388179188	6.22281409831827	6.05602157578171	6.19890085371128	6.68262687070867	6.48515249656111	5.4061545199649	5.59117791549973	5.50218539777212	5.87109850945036	5.3536245222964	5.77976783054684	6.19547747707337	5.87075209941602	6.09292930342506
IG_2803_4514246_4514331_rev_at	IG_2803_4514246_4514331_rev_at	4.52847230628205	4.83900586672995	4.38903017103882	6.38692361092507	4.3464015372378	4.416138228874	6.4870872920884	4.3457661094138	4.5551309140995	4.31526084252357	6.22370064591534	4.2995000025977	4.08429679909947	6.19460664780911	4.38004747134646	5.17860041863941
IG_280_434781_434857_fwd_at	IG_280_434781_434857_fwd_at	6.82798107071162	6.38108529822645	6.40596708967984	6.66259707553795	6.9848337954564	7.00684802788657	7.09337741917426	7.33307067203998	6.67985308975596	6.69301808259699	6.71026898107159	6.7873982297008	7.21556753725179	7.20903216299009	7.34647293233306	6.78887830289039
IG_2804_4515804_4516905_rev_at	IG_2804_4515804_4516905_rev_at	5.25638322441975	5.41873197302682	5.09311652097077	5.18509822603897	5.12393181514963	5.17648727904468	5.1362901745413	5.11216254019669	4.9570477486365	4.94984290313466	5.0313390610814	4.98958022031408	5.05897954144101	5.07195398911242	5.17585752646613	5.23880589233322
IG_2805_4516371_4532582_fwd_at	IG_2805_4516371_4532582_fwd_at	5.19869733008297	5.09705349122161	5.08814470144654	5.06323414694754	5.01712193094899	5.11647969867719	4.96667160208709	5.16210377627242	5.11443367105087	4.89456443184642	5.1198964481062	4.87708871198581	5.15323709548263	5.11001592076328	5.20135394652489	4.89771784118014
